order_item_id,order_id,product_id,quantity,unit_price_at_purchase
OI0004176,ORD000033,P0008,1,
OI0004177,ORD004928,P0020,2,
OI0004178,ORD003829,P0009,2,
OI0004179,ORD004437,P0017,1,
OI0004180,ORD004437,P0025,3,
OI0004181,ORD004437,P0002,1,
OI0004182,ORD003087,P0024,1,
OI0004183,ORD003087,P0024,2,
OI0004184,ORD001536,P0019,1,
OI0004185,ORD001536,P0019,1,
OI0004186,ORD002847,P0009,1,
OI0004187,ORD004544,P0001,3,
OI0004188,ORD002267,P0022,1,
OI0004189,ORD004667,P0023,1,
OI0004190,ORD002650,P0016,1,
OI0004191,ORD002650,P0021,1,
OI0004192,ORD002263,P0015,1,
OI0004193,ORD001099,P0016,3,
OI0004194,ORD003166,P0004,1,
OI0004195,ORD004708,P0013,1,
OI0004196,ORD001524,P0008,1,
OI0004197,ORD001524,P0026,2,
OI0004198,ORD001524,P0024,2,
OI0004199,ORD002225,P0023,1,
OI0004200,ORD000646,P0002,3,
OI0004201,ORD003138,P0008,1,
OI0004202,ORD003138,P0019,1,
OI0004203,ORD003138,P0006,1,
OI0004204,ORD000235,P0020,1,
OI0004205,ORD000235,P0011,1,
OI0004206,ORD000674,P0016,1,
OI0004207,ORD000674,P0023,2,
OI0004208,ORD000674,P0019,1,
OI0004209,ORD001733,P0002,1,
OI0004210,ORD001733,P0004,1,
OI0004211,ORD001733,P0004,1,
OI0004212,ORD000437,P0019,1,
OI0004213,ORD000437,P0012,1,
OI0004214,ORD004608,P0010,2,
OI0004215,ORD003427,P0014,3,
OI0004216,ORD003427,P0006,-1,
OI0004217,ORD001745,P0013,2,
OI0004218,ORD001745,P0024,1,
OI0004219,ORD001745,P0020,1,
OI0004220,ORD004953,P0013,1,
OI0004221,ORD003109,P0009,1,
OI0004222,ORD000308,P0026,2,
OI0004223,ORD000308,P0019,1,
OI0004224,ORD003454,P0023,1,
OI0004225,ORD003454,P0002,1,
OI0004226,ORD000424,P0015,1,
OI0004227,ORD000424,P0017,1,
OI0004228,ORD000424,P0006,1,
OI0004229,ORD001975,P0015,3,
OI0004230,ORD001975,P0011,1,
OI0004231,ORD002660,P0007,1,
OI0004232,ORD002660,P0025,1,
OI0004233,ORD000719,P0002,2,
OI0004234,ORD000722,P0005,1,
OI0004235,ORD000245,P0016,3,
OI0004236,ORD004097,P0012,1,
OI0004237,ORD000845,P0022,1,
OI0004238,ORD001866,P0010,1,
OI0004239,ORD000534,P0006,2,
OI0004240,ORD001649,P0026,3,
OI0004241,ORD000861,P0017,1,
OI0004242,ORD000861,P0025,1,
OI0004243,ORD000861,P0010,2,
OI0004244,ORD001954,P0015,1,
OI0004245,ORD004129,P0025,1,
OI0004246,ORD004129,P0017,1,
OI0004247,ORD004129,P0026,2,
OI0004248,ORD004129,P0016,1,
OI0004249,ORD000603,P0019,1,
OI0004250,ORD003437,P0014,1,
OI0004251,ORD002159,P0025,3,
OI0004252,ORD002159,P0008,2,
OI0004253,ORD000989,P0006,1,
OI0004254,ORD000114,P0009,1,
OI0004255,ORD002903,P0006,3,
OI0004256,ORD002903,P0005,1,
OI0004257,ORD004787,P0016,3,
OI0004258,ORD004357,P0007,1,
OI0004259,ORD004357,P0005,1,
OI0004260,ORD004357,P0013,1,
OI0004261,ORD000651,P0014,1,
OI0004262,ORD004599,P0016,1,
OI0004263,ORD004599,P0003,1,
OI0004264,ORD003167,P0018,1,
OI0004265,ORD003609,P0012,1,
OI0004266,ORD003609,P0005,1,
OI0004267,ORD002048,P0005,1,
OI0004268,ORD001898,P0023,-1,
OI0004269,ORD002439,P0019,1,
OI0004270,ORD002439,P0005,1,
OI0004271,ORD002439,P0001,1,
OI0004272,ORD002573,P0019,2,
OI0004273,ORD002573,P0007,1,
OI0004274,ORD004345,P0007,1,
OI0004275,ORD000237,P0013,1,
OI0004276,ORD000237,P0020,1,
OI0004277,ORD003738,P0005,1,
OI0004278,ORD003146,P0013,1,
OI0004279,ORD003146,P0023,1,
OI0004280,ORD003146,P0014,3,
OI0004281,ORD003146,P0001,1,
OI0004282,ORD004153,P0017,1,
OI0004283,ORD000786,P0012,3,
OI0004284,ORD000786,P0001,1,
OI0004285,ORD001288,P0026,1,
OI0004286,ORD004754,P0006,1,
OI0004287,ORD001055,P0007,2,
OI0004288,ORD001055,P0025,1,
OI0004289,ORD001055,P0015,2,
OI0004290,ORD002918,P0010,2,
OI0004291,ORD001841,P0023,1,
OI0004292,ORD001841,P0006,1,
OI0004293,ORD001841,P0002,2,
OI0004294,ORD002442,P0025,1,
OI0004295,ORD003335,P0014,1,
OI0004296,ORD003335,P0004,1,
OI0004297,ORD004968,P0020,2,
OI0004298,ORD004968,P0013,1,
OI0004299,ORD004968,P0002,-1,
OI0004300,ORD004968,P0017,1,
OI0004301,ORD001713,P0025,2,
OI0004302,ORD001713,P0017,1,
OI0004303,ORD002367,P0020,3,
OI0004304,ORD002367,P0009,3,
OI0004305,ORD002367,P0020,2,
OI0004306,ORD000820,P0008,1,
OI0004307,ORD001943,P0020,1,
OI0004308,ORD001943,P0017,3,
OI0004309,ORD000594,P0026,1,
OI0004310,ORD002474,P0018,3,
OI0004311,ORD002150,P0004,1,
OI0004312,ORD002150,P0018,1,
OI0004313,ORD004488,P0009,1,
OI0004314,ORD004488,P0019,1,
OI0004315,ORD004004,P0007,1,
OI0004316,ORD004004,P0016,1,
OI0004317,ORD004004,P0026,1,
OI0004318,ORD000025,P0001,1,
OI0004319,ORD000025,P0022,2,
OI0004320,ORD002711,P0003,1,
OI0004321,ORD002711,P0004,1,
OI0004322,ORD003773,P0021,1,
OI0004323,ORD001518,P0007,1,
OI0004324,ORD001371,P0013,1,
OI0004325,ORD001371,P0022,1,
OI0004326,ORD001371,P0003,1,
OI0004327,ORD000723,P0016,1,
OI0004328,ORD004400,P0014,1,
OI0004329,ORD004400,P0002,2,
OI0004330,ORD002423,P0001,2,
OI0004331,ORD004697,P0025,1,
OI0004332,ORD003240,P0019,1,
OI0004333,ORD002118,P0023,1,
OI0004334,ORD002118,P0019,1,
OI0004335,ORD003906,P0015,1,
OI0004336,ORD000124,P0007,2,
OI0004337,ORD000124,P0006,3,
OI0004338,ORD000124,P0010,1,
OI0004339,ORD000124,P0009,-1,
OI0004340,ORD004286,P0025,1,
OI0004341,ORD004286,P0012,3,
OI0004342,ORD000214,P0010,1,
OI0004343,ORD000214,P0004,1,
OI0004344,ORD004580,P0023,1,
OI0004345,ORD001947,P0005,1,
OI0004346,ORD004416,P0009,1,
OI0004347,ORD001767,P0024,2,
OI0004348,ORD001767,P0001,2,
OI0004349,ORD003899,P0010,1,
OI0004350,ORD003899,P0019,1,
OI0004351,ORD003334,P0004,1,
OI0004352,ORD000514,P0020,2,
OI0004353,ORD002473,P0003,1,
OI0004354,ORD002581,P0012,1,
OI0004355,ORD002581,P0015,1,
OI0004356,ORD000567,P0002,2,
OI0004357,ORD000567,P0003,1,
OI0004358,ORD001711,P0012,2,
OI0004359,ORD001950,P0024,1,
OI0004360,ORD001950,P0013,1,
OI0004361,ORD001950,P0001,1,
OI0004362,ORD001950,P0025,1,
OI0004363,ORD004944,P0026,1,
OI0004364,ORD004719,P0024,1,
OI0004365,ORD004719,P0024,1,
OI0004366,ORD003336,P0004,1,
OI0004367,ORD001386,P0025,1,
OI0004368,ORD001386,P0015,1,
OI0004369,ORD001386,P0001,1,
OI0004370,ORD000846,P0003,1,
OI0004371,ORD000846,P0026,3,
OI0004372,ORD000277,P0001,1,
OI0004373,ORD000277,P0022,1,
OI0004374,ORD001959,P0017,1,
OI0004375,ORD000590,P0001,1,
OI0004376,ORD000590,P0026,1,
OI0004377,ORD000848,P0006,1,
OI0004378,ORD000848,P0014,3,
OI0004379,ORD001546,P0016,1,
OI0004380,ORD001825,P0002,2,
OI0004381,ORD001825,P0018,1,
OI0004382,ORD000043,P0015,1,
OI0004383,ORD000558,P0011,3,
OI0004384,ORD000558,P0008,1,
OI0004385,ORD000558,P0023,2,
OI0004386,ORD001027,P0015,1,
OI0004387,ORD001027,P0021,1,
OI0004388,ORD001027,P0015,1,
OI0004389,ORD001756,P0019,1,
OI0004390,ORD001756,P0023,1,
OI0004391,ORD001707,P0004,1,
OI0004392,ORD003637,P0009,1,
OI0004393,ORD003637,P0007,2,
OI0004394,ORD003637,P0018,1,
OI0004395,ORD000188,P0012,1,
OI0004396,ORD000188,P0010,1,
OI0004397,ORD004485,P0016,1,
OI0004398,ORD003313,P0016,2,
OI0004399,ORD003313,P0024,1,
OI0004400,ORD003313,P0002,1,
OI0004401,ORD002274,P0026,2,
OI0004402,ORD004006,P0018,1,
OI0004403,ORD004006,P0007,1,
OI0004404,ORD004006,P0003,1,
OI0004405,ORD001847,P0002,1,
OI0004406,ORD001847,P0022,1,
OI0004407,ORD000605,P0022,1,
OI0004408,ORD001650,P0017,1,
OI0004409,ORD001650,P0002,3,
OI0004410,ORD001650,P0004,-1,
OI0004411,ORD001650,P0009,2,
OI0004412,ORD002906,P0026,1,
OI0004413,ORD001616,P0003,1,
OI0004414,ORD002602,P0013,2,
OI0004415,ORD004355,P0005,2,
OI0004416,ORD000708,P0003,3,
OI0004417,ORD002305,P0025,2,
OI0004418,ORD002305,P0005,2,
OI0004419,ORD002305,P0022,1,
OI0004420,ORD000205,P0008,1,
OI0004421,ORD004878,P0015,1,
OI0004422,ORD003515,P0005,1,
OI0004423,ORD001881,P0021,1,
OI0004424,ORD001881,P0018,1,
OI0004425,ORD001329,P0008,1,
OI0004426,ORD003172,P0015,3,
OI0004427,ORD003529,P0007,1,
OI0004428,ORD003529,P0024,1,
OI0004429,ORD003529,P0016,2,
OI0004430,ORD000299,P0009,1,
OI0004431,ORD001215,P0017,1,
OI0004432,ORD001812,P0026,1,
OI0004433,ORD001812,P0025,1,
OI0004434,ORD003563,P0022,1,
OI0004435,ORD003182,P0024,2,
OI0004436,ORD002802,P0023,1,
OI0004437,ORD004650,P0014,1,
OI0004438,ORD004650,P0013,1,
OI0004439,ORD001258,P0011,3,
OI0004440,ORD001303,P0010,2,
OI0004441,ORD001303,P0013,1,
OI0004442,ORD001303,P0002,2,
OI0004443,ORD003916,P0009,2,
OI0004444,ORD000401,P0005,1,
OI0004445,ORD000401,P0013,1,
OI0004446,ORD000887,P0011,1,
OI0004447,ORD000887,P0014,1,
OI0004448,ORD003122,P0018,1,
OI0004449,ORD003122,P0007,1,
OI0004450,ORD003122,P0015,1,
OI0004451,ORD002765,P0026,2,
OI0004452,ORD003896,P0010,1,
OI0004453,ORD003896,P0010,3,
OI0004454,ORD003896,P0003,1,
OI0004455,ORD002178,P0019,1,
OI0004456,ORD001969,P0021,1,
OI0004457,ORD001080,P0018,1,
OI0004458,ORD002767,P0025,1,
OI0004459,ORD002767,P0008,1,
OI0004460,ORD002767,P0012,1,
OI0004461,ORD002980,P0014,1,
OI0004462,ORD004490,P0009,1,
OI0004463,ORD004490,P0010,1,
OI0004464,ORD001900,P0015,1,
OI0004465,ORD001900,P0015,2,
OI0004466,ORD003419,P0020,1,
OI0004467,ORD003419,P0016,1,
OI0004468,ORD000251,P0012,1,
OI0004469,ORD000251,P0001,1,
OI0004470,ORD000251,P0011,2,
OI0004471,ORD003214,P0021,1,
OI0004472,ORD003214,P0017,1,
OI0004473,ORD003214,P0009,1,
OI0004474,ORD003214,P0019,1,
OI0004475,ORD004303,P0011,3,
OI0004476,ORD000112,P0009,1,
OI0004477,ORD000112,P0007,-1,
OI0004478,ORD000417,P0005,1,
OI0004479,ORD000417,P0010,3,
OI0004480,ORD003626,P0021,1,
OI0004481,ORD000265,P0010,1,
OI0004482,ORD000265,P0002,-1,
OI0004483,ORD000265,P0021,1,
OI0004484,ORD004742,P0014,1,
OI0004485,ORD000151,P0024,1,
OI0004486,ORD000579,P0014,1,
OI0004487,ORD000579,P0015,3,
OI0004488,ORD001920,P0005,2,
OI0004489,ORD001920,P0026,1,
OI0004490,ORD001920,P0016,1,
OI0004491,ORD001895,P0011,1,
OI0004492,ORD001732,P0015,1,
OI0004493,ORD001732,P0019,1,
OI0004494,ORD001148,P0001,1,
OI0004495,ORD004432,P0002,1,
OI0004496,ORD004407,P0016,1,
OI0004497,ORD001199,P0014,2,
OI0004498,ORD001199,P0017,3,
OI0004499,ORD004127,P0006,1,
OI0004500,ORD000629,P0024,2,
OI0004501,ORD000078,P0002,2,
OI0004502,ORD001571,P0020,1,
OI0004503,ORD001571,P0021,2,
OI0004504,ORD000931,P0006,1,
OI0004505,ORD000931,P0002,1,
OI0004506,ORD000931,P0010,1,
OI0004507,ORD000659,P0013,1,
OI0004508,ORD003737,P0006,1,
OI0004509,ORD003737,P0018,3,
OI0004510,ORD003737,P0003,2,
OI0004511,ORD004162,P0017,2,
OI0004512,ORD004621,P0023,2,
OI0004513,ORD004621,P0009,1,
OI0004514,ORD001542,P0014,1,
OI0004515,ORD002773,P0025,1,
OI0004516,ORD002936,P0011,1,
OI0004517,ORD001484,P0020,1,
OI0004518,ORD004184,P0015,1,
OI0004519,ORD004870,P0004,1,
OI0004520,ORD004870,P0019,1,
OI0004521,ORD002076,P0004,1,
OI0004522,ORD002076,P0025,1,
OI0004523,ORD003411,P0008,1,
OI0004524,ORD003411,P0026,1,
OI0004525,ORD004728,P0012,2,
OI0004526,ORD001525,P0013,1,
OI0004527,ORD001525,P0001,2,
OI0004528,ORD003949,P0022,1,
OI0004529,ORD000960,P0016,1,
OI0004530,ORD003468,P0002,1,
OI0004531,ORD004398,P0022,1,
OI0004532,ORD001350,P0004,1,
OI0004533,ORD001350,P0026,1,
OI0004534,ORD004681,P0002,1,
OI0004535,ORD004681,P0026,1,
OI0004536,ORD003366,P0008,1,
OI0004537,ORD000313,P0016,2,
OI0004538,ORD000313,P0025,2,
OI0004539,ORD002237,P0015,2,
OI0004540,ORD002678,P0012,2,
OI0004541,ORD002678,P0011,1,
OI0004542,ORD003317,P0009,1,
OI0004543,ORD003317,P0024,2,
OI0004544,ORD003317,P0012,2,
OI0004545,ORD001315,P0006,1,
OI0004546,ORD001381,P0018,2,
OI0004547,ORD001381,P0014,1,
OI0004548,ORD001381,P0019,2,
OI0004549,ORD002261,P0026,1,
OI0004550,ORD002261,P0006,2,
OI0004551,ORD001011,P0021,3,
OI0004552,ORD001011,P0020,1,
OI0004553,ORD003956,P0014,1,
OI0004554,ORD003956,P0006,1,
OI0004555,ORD003956,P0020,1,
OI0004556,ORD003854,P0019,1,
OI0004557,ORD003854,P0005,1,
OI0004558,ORD003854,P0008,1,
OI0004559,ORD000501,P0001,1,
OI0004560,ORD001739,P0019,2,
OI0004561,ORD002398,P0014,1,
OI0004562,ORD002071,P0008,2,
OI0004563,ORD002071,P0018,1,
OI0004564,ORD002071,P0023,-1,
OI0004565,ORD003400,P0016,1,
OI0004566,ORD003400,P0008,1,
OI0004567,ORD000637,P0010,1,
OI0004568,ORD002720,P0009,1,
OI0004569,ORD001723,P0026,1,
OI0004570,ORD002043,P0003,1,
OI0004571,ORD001132,P0015,1,
OI0004572,ORD002879,P0012,-1,
OI0004573,ORD003850,P0007,1,
OI0004574,ORD001335,P0020,1,
OI0004575,ORD004915,P0013,1,
OI0004576,ORD004915,P0008,1,
OI0004577,ORD004915,P0024,2,
OI0004578,ORD000383,P0012,1,
OI0004579,ORD000383,P0003,1,
OI0004580,ORD000372,P0026,2,
OI0004581,ORD002253,P0001,1,
OI0004582,ORD001270,P0016,3,
OI0004583,ORD000954,P0022,3,
OI0004584,ORD000954,P0002,1,
OI0004585,ORD001352,P0024,3,
OI0004586,ORD002517,P0015,1,
OI0004587,ORD000947,P0015,1,
OI0004588,ORD003259,P0020,2,
OI0004589,ORD001656,P0017,1,
OI0004590,ORD001656,P0011,2,
OI0004591,ORD001656,P0023,1,
OI0004592,ORD001192,P0004,1,
OI0004593,ORD001192,P0002,1,
OI0004594,ORD004052,P0012,1,
OI0004595,ORD004052,P0002,1,
OI0004596,ORD004138,P0023,1,
OI0004597,ORD002707,P0007,1,
OI0004598,ORD002707,P0024,-1,
OI0004599,ORD002707,P0010,3,
OI0004600,ORD001951,P0026,1,
OI0004601,ORD004690,P0001,1,
OI0004602,ORD000292,P0013,1,
OI0004603,ORD001509,P0004,2,
OI0004604,ORD004087,P0016,1,
OI0004605,ORD004087,P0004,3,
OI0004606,ORD004087,P0014,3,
OI0004607,ORD000604,P0009,1,
OI0004608,ORD000192,P0019,1,
OI0004609,ORD000192,P0002,1,
OI0004610,ORD000192,P0010,1,
OI0004611,ORD000937,P0006,1,
OI0004612,ORD000937,P0022,1,
OI0004613,ORD000937,P0008,2,
OI0004614,ORD003557,P0020,1,
OI0004615,ORD003518,P0012,1,
OI0004616,ORD000306,P0025,1,
OI0004617,ORD000306,P0003,1,
OI0004618,ORD002461,P0010,2,
OI0004619,ORD002461,P0012,3,
OI0004620,ORD003263,P0020,1,
OI0004621,ORD003263,P0024,2,
OI0004622,ORD004966,P0013,1,
OI0004623,ORD002970,P0009,2,
OI0004624,ORD000042,P0001,1,
OI0004625,ORD000042,P0003,3,
OI0004626,ORD000042,P0006,1,
OI0004627,ORD003101,P0024,1,
OI0004628,ORD003101,P0016,1,
OI0004629,ORD003101,P0011,1,
OI0004630,ORD000903,P0017,1,
OI0004631,ORD000903,P0025,1,
OI0004632,ORD003349,P0004,2,
OI0004633,ORD003349,P0010,1,
OI0004634,ORD002062,P0020,1,
OI0004635,ORD002062,P0008,1,
OI0004636,ORD001200,P0011,3,
OI0004637,ORD001200,P0024,1,
OI0004638,ORD003593,P0026,1,
OI0004639,ORD001182,P0023,1,
OI0004640,ORD000561,P0023,2,
OI0004641,ORD002708,P0014,1,
OI0004642,ORD000910,P0016,1,
OI0004643,ORD002205,P0003,1,
OI0004644,ORD002205,P0009,1,
OI0004645,ORD002540,P0012,1,
OI0004646,ORD000461,P0022,2,
OI0004647,ORD000461,P0005,2,
OI0004648,ORD000868,P0017,1,
OI0004649,ORD001156,P0002,1,
OI0004650,ORD000642,P0017,1,
OI0004651,ORD000642,P0012,2,
OI0004652,ORD003261,P0014,1,
OI0004653,ORD002792,P0018,-1,
OI0004654,ORD002658,P0019,1,
OI0004655,ORD002658,P0024,1,
OI0004656,ORD002658,P0009,1,
OI0004657,ORD002658,P0001,1,
OI0004658,ORD000191,P0023,1,
OI0004659,ORD001491,P0007,1,
OI0004660,ORD000810,P0005,1,
OI0004661,ORD000892,P0005,1,
OI0004662,ORD003351,P0005,1,
OI0004663,ORD001968,P0019,1,
OI0004664,ORD001968,P0024,2,
OI0004665,ORD000019,P0013,1,
OI0004666,ORD000019,P0018,1,
OI0004667,ORD000298,P0017,1,
OI0004668,ORD000298,P0014,2,
OI0004669,ORD003273,P0008,1,
OI0004670,ORD000595,P0009,2,
OI0004671,ORD000595,P0013,1,
OI0004672,ORD001222,P0025,1,
OI0004673,ORD004450,P0009,1,
OI0004674,ORD000225,P0013,1,
OI0004675,ORD001319,P0016,1,
OI0004676,ORD004731,P0003,1,
OI0004677,ORD004731,P0017,2,
OI0004678,ORD003509,P0021,1,
OI0004679,ORD003509,P0017,1,
OI0004680,ORD003509,P0012,1,
OI0004681,ORD003509,P0013,1,
OI0004682,ORD003343,P0001,1,
OI0004683,ORD004523,P0021,2,
OI0004684,ORD001008,P0020,2,
OI0004685,ORD000485,P0010,2,
OI0004686,ORD000485,P0001,2,
OI0004687,ORD003857,P0023,1,
OI0004688,ORD003857,P0024,1,
OI0004689,ORD003857,P0007,1,
OI0004690,ORD001790,P0017,1,
OI0004691,ORD003731,P0013,1,
OI0004692,ORD003731,P0026,1,
OI0004693,ORD003731,P0022,2,
OI0004694,ORD004392,P0003,1,
OI0004695,ORD004392,P0017,1,
OI0004696,ORD004392,P0005,1,
OI0004697,ORD001813,P0001,1,
OI0004698,ORD001813,P0014,2,
OI0004699,ORD001813,P0022,2,
OI0004700,ORD001813,P0019,1,
OI0004701,ORD004818,P0005,1,
OI0004702,ORD004503,P0021,3,
OI0004703,ORD001934,P0004,1,
OI0004704,ORD001934,P0006,1,
OI0004705,ORD004712,P0020,1,
OI0004706,ORD002897,P0014,1,
OI0004707,ORD002897,P0008,1,
OI0004708,ORD001868,P0016,1,
OI0004709,ORD001868,P0003,1,
OI0004710,ORD004923,P0011,1,
OI0004711,ORD004923,P0009,1,
OI0004712,ORD004923,P0007,1,
OI0004713,ORD004923,P0022,1,
OI0004714,ORD002259,P0022,1,
OI0004715,ORD001567,P0008,1,
OI0004716,ORD002468,P0007,1,
OI0004717,ORD002468,P0004,1,
OI0004718,ORD003297,P0011,1,
OI0004719,ORD000156,P0011,1,
OI0004720,ORD000156,P0004,1,
OI0004721,ORD000156,P0011,1,
OI0004722,ORD000156,P0026,2,
OI0004723,ORD004230,P0013,1,
OI0004724,ORD001601,P0003,1,
OI0004725,ORD000498,P0005,1,
OI0004726,ORD000665,P0018,1,
OI0004727,ORD000763,P0024,1,
OI0004728,ORD001619,P0006,3,
OI0004729,ORD001619,P0023,1,
OI0004730,ORD000874,P0015,1,
OI0004731,ORD000874,P0009,1,
OI0004732,ORD000553,P0014,2,
OI0004733,ORD000553,P0015,1,
OI0004734,ORD004445,P0006,3,
OI0004735,ORD004445,P0023,3,
OI0004736,ORD003528,P0019,1,
OI0004737,ORD001053,P0019,1,
OI0004738,ORD001053,P0001,2,
OI0004739,ORD004576,P0018,2,
OI0004740,ORD004576,P0019,2,
OI0004741,ORD003634,P0009,2,
OI0004742,ORD003634,P0011,1,
OI0004743,ORD003634,P0026,-1,
OI0004744,ORD000061,P0008,3,
OI0004745,ORD000129,P0021,1,
OI0004746,ORD002973,P0002,2,
OI0004747,ORD002973,P0019,2,
OI0004748,ORD002973,P0023,1,
OI0004749,ORD002973,P0012,2,
OI0004750,ORD001907,P0005,3,
OI0004751,ORD001907,P0019,1,
OI0004752,ORD001442,P0012,3,
OI0004753,ORD001442,P0025,1,
OI0004754,ORD001501,P0004,1,
OI0004755,ORD001501,P0010,1,
OI0004756,ORD001501,P0021,1,
OI0004757,ORD003127,P0025,1,
OI0004758,ORD002979,P0017,1,
OI0004759,ORD002241,P0005,1,
OI0004760,ORD002241,P0005,1,
OI0004761,ORD002241,P0008,3,
OI0004762,ORD003115,P0018,1,
OI0004763,ORD003115,P0003,1,
OI0004764,ORD000746,P0014,1,
OI0004765,ORD000746,P0016,1,
OI0004766,ORD003041,P0001,1,
OI0004767,ORD000435,P0009,1,
OI0004768,ORD002293,P0014,1,
OI0004769,ORD002960,P0021,1,
OI0004770,ORD001833,P0011,1,
OI0004771,ORD001833,P0010,2,
OI0004772,ORD000166,P0016,1,
OI0004773,ORD000166,P0011,1,
OI0004774,ORD002785,P0008,1,
OI0004775,ORD001388,P0019,3,
OI0004776,ORD001388,P0011,1,
OI0004777,ORD001988,P0018,1,
OI0004778,ORD001988,P0008,2,
OI0004779,ORD004159,P0017,1,
OI0004780,ORD003940,P0011,1,
OI0004781,ORD003940,P0004,1,
OI0004782,ORD003940,P0019,2,
OI0004783,ORD000495,P0005,1,
OI0004784,ORD000495,P0016,2,
OI0004785,ORD000495,P0002,1,
OI0004786,ORD003921,P0010,1,
OI0004787,ORD003921,P0003,2,
OI0004788,ORD001971,P0020,2,
OI0004789,ORD001971,P0025,2,
OI0004790,ORD001971,P0002,1,
OI0004791,ORD004105,P0002,1,
OI0004792,ORD004105,P0017,1,
OI0004793,ORD001574,P0025,2,
OI0004794,ORD003905,P0010,1,
OI0004795,ORD003905,P0013,2,
OI0004796,ORD002409,P0002,1,
OI0004797,ORD002409,P0009,1,
OI0004798,ORD004778,P0019,1,
OI0004799,ORD004778,P0003,1,
OI0004800,ORD004326,P0001,1,
OI0004801,ORD000532,P0021,1,
OI0004802,ORD000532,P0026,2,
OI0004803,ORD000634,P0003,3,
OI0004804,ORD001926,P0025,1,
OI0004805,ORD002522,P0019,1,
OI0004806,ORD002522,P0022,1,
OI0004807,ORD003548,P0019,1,
OI0004808,ORD003793,P0002,2,
OI0004809,ORD003793,P0008,2,
OI0004810,ORD003793,P0005,1,
OI0004811,ORD002264,P0014,-1,
OI0004812,ORD000113,P0021,1,
OI0004813,ORD001748,P0019,3,
OI0004814,ORD001748,P0003,2,
OI0004815,ORD003455,P0001,1,
OI0004816,ORD003455,P0019,1,
OI0004817,ORD003455,P0016,1,
OI0004818,ORD004124,P0022,1,
OI0004819,ORD003459,P0017,1,
OI0004820,ORD003459,P0008,1,
OI0004821,ORD004204,P0021,1,
OI0004822,ORD004204,P0022,2,
OI0004823,ORD000929,P0025,1,
OI0004824,ORD000231,P0016,1,
OI0004825,ORD000231,P0010,1,
OI0004826,ORD000231,P0018,1,
OI0004827,ORD002453,P0004,1,
OI0004828,ORD002453,P0016,1,
OI0004829,ORD002453,P0002,1,
OI0004830,ORD004200,P0015,1,
OI0004831,ORD000564,P0026,2,
OI0004832,ORD000564,P0022,1,
OI0004833,ORD000564,P0020,1,
OI0004834,ORD000564,P0002,2,
OI0004835,ORD003985,P0015,1,
OI0004836,ORD004346,P0017,1,
OI0004837,ORD002141,P0001,1,
OI0004838,ORD001818,P0017,1,
OI0004839,ORD002769,P0009,2,
OI0004840,ORD002769,P0016,1,
OI0004841,ORD002165,P0025,2,
OI0004842,ORD003028,P0010,1,
OI0004843,ORD003028,P0014,1,
OI0004844,ORD003028,P0009,1,
OI0004845,ORD004245,P0011,1,
OI0004846,ORD004245,P0012,2,
OI0004847,ORD003855,P0026,1,
OI0004848,ORD003855,P0026,3,
OI0004849,ORD003492,P0011,1,
OI0004850,ORD004767,P0020,1,
OI0004851,ORD004767,P0002,2,
OI0004852,ORD004767,P0017,1,
OI0004853,ORD000679,P0004,1,
OI0004854,ORD000679,P0014,1,
OI0004855,ORD000679,P0008,2,
OI0004856,ORD002172,P0011,1,
OI0004857,ORD001384,P0002,1,
OI0004858,ORD004746,P0018,1,
OI0004859,ORD004330,P0024,1,
OI0004860,ORD001793,P0009,1,
OI0004861,ORD001793,P0023,1,
OI0004862,ORD000844,P0014,1,
OI0004863,ORD000316,P0024,2,
OI0004864,ORD000494,P0007,2,
OI0004865,ORD000494,P0019,1,
OI0004866,ORD002576,P0012,1,
OI0004867,ORD002576,P0025,1,
OI0004868,ORD002576,P0002,1,
OI0004869,ORD002576,P0011,2,
OI0004870,ORD000039,P0017,3,
OI0004871,ORD000039,P0021,1,
OI0004872,ORD001494,P0021,1,
OI0004873,ORD001494,P0006,3,
OI0004874,ORD003338,P0005,1,
OI0004875,ORD003338,P0013,1,
OI0004876,ORD004469,P0025,1,
OI0004877,ORD004469,P0023,1,
OI0004878,ORD003464,P0015,3,
OI0004879,ORD003464,P0009,1,
OI0004880,ORD002606,P0007,1,
OI0004881,ORD001167,P0012,1,
OI0004882,ORD001167,P0009,1,
OI0004883,ORD002655,P0023,1,
OI0004884,ORD002655,P0017,1,
OI0004885,ORD004454,P0004,2,
OI0004886,ORD000404,P0009,1,
OI0004887,ORD000404,P0026,2,
OI0004888,ORD001059,P0008,1,
OI0004889,ORD001059,P0025,1,
OI0004890,ORD001059,P0025,-1,
OI0004891,ORD001059,P0013,1,
OI0004892,ORD002079,P0024,1,
OI0004893,ORD002079,P0017,1,
OI0004894,ORD002877,P0018,1,
OI0004895,ORD002527,P0008,1,
OI0004896,ORD002527,P0025,1,
OI0004897,ORD002527,P0008,1,
OI0004898,ORD002801,P0006,1,
OI0004899,ORD001454,P0022,1,
OI0004900,ORD000638,P0015,1,
OI0004901,ORD001590,P0012,1,
OI0004902,ORD001590,P0014,2,
OI0004903,ORD001590,P0017,1,
OI0004904,ORD001590,P0014,1,
OI0004905,ORD004101,P0024,2,
OI0004906,ORD004614,P0018,1,
OI0004907,ORD000187,P0021,1,
OI0004908,ORD001700,P0022,1,
OI0004909,ORD002273,P0007,1,
